"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1287",11.522,19.503,16.908,12.64,15.3,14.374,17.078,18.322,18.135,13.792,13.791,14.228,15.159,8.277,12.302,15.637,17.022,13.86,22.279,13.127,16.511,6.712,12.365,10.963,19.005,13.127,14.779,10.616,14.831,14.232,18.197,17.883,15.575,17.395,13.617,13.938,8.464,14.982,16.544,18.995,17.125,13.86,16.426,19.953,12.189,12.978,16.884,11.883,11.372,23.232,19.51,28.386,9.977,1.576,19.894,33.404,23.956,24.138,30.976,16.478,26.206,28.422,19.048,29.167,27.332,9.324,28.267,13.524,18.462,23.982,27.142,21.596,21.885,25.376,25.644,26.892,11.843,21.511,19.35,30.367,17.873,31.803,15.2,28.881,27.673,29.115,-3.478,-3.837,27.534,25.853,26.847,27.214,27.371,28.047,27.118,24.843,26.226,17.568,29.57,27.777
"1288",15.198,22.747,21.536,17.054,16.509,18.119,20.884,20.761,22.253,17.914,16.385,16.252,18.157,10.375,15.11,19.84,20.494,17.693,24.491,16.419,20.556,7.746,14.57,14.075,23.332,16.419,16.354,15.607,16.149,18.355,21.309,19.874,20.308,20.896,17.069,17.32,11.497,17.644,19.235,23.751,20.638,17.716,20.697,23.802,14.614,17.88,18.461,14.909,14.28,25.842,22.301,30.64,15.105,5.291,21.438,33.873,26.906,26.192,29.7,16.894,28.279,27.648,20.046,26.684,27.485,12.6,28.397,16.342,21.758,25.443,28.716,22.121,20.14,26.701,26.801,28.034,14.267,23.135,20.785,29.77,17.152,33.604,16.964,29.065,27.818,29.512,-1.026,-1.387,27.64,25.435,26.324,26.761,26.644,28.626,27.631,24.186,25.486,19.529,30.208,28.625
"1289",15.491,22.733,19.383,15.908,18.686,16.491,20.862,21.532,21.741,17.424,15.926,17.28,17.833,10.789,14.241,17.815,18.831,16.76,24.819,15.712,20.426,7.166,13.24,13.401,22.338,15.712,17.602,13.72,17.814,16.527,21.644,21.268,18.48,21.025,16.116,16.387,10.156,18.31,19.901,23.58,20.927,17.82,19.977,22.637,13.362,16.136,20.796,13.631,13.098,25.775,21.659,29.518,14.852,3.447,23.977,33.352,27.302,27.903,29.579,19.81,28.929,28.605,21.531,26.381,27.576,10.741,28.838,14.736,20.02,27.855,31.136,23.365,21.008,28.827,28.799,30.442,12.736,21.063,19.991,30.289,18.485,34.818,15.484,28.896,27.901,29.509,-3.306,-3.703,27.351,25.808,26.399,26.953,26.789,28.307,27.55,24.353,25.35,19.376,27.228,25.292
"1290",10.344,18.938,18.875,13.012,10.632,15.202,16.961,16.697,18.098,13.456,12.319,10.543,13.864,8.574,8.24,17.476,18.653,13.966,20.911,16.352,15.69,3.929,13.931,14.151,20.154,16.352,10.418,11.87,10.677,15.155,16.98,14.644,17.019,16.651,14.371,14.686,5.029,12.57,14.36,21.496,16.226,12.987,16.741,22.07,7.636,14.528,13.083,13.237,12.776,23.844,22.537,25.785,11.711,0.00700000000000001,18.854,29.69,24.177,25.286,27.151,14.612,27.902,28.034,17.204,26.354,27.689,5.58,27.704,10.054,15.271,24.555,26.021,19.181,19.31,25.735,25.873,26.158,6.241,14.924,15.226,27.652,16.601,30.071,8.138,28.6,27.286,28.827,-9.973,-10.431,27.182,25.592,25.524,26.603,26.261,27.601,27.045,24.006,25.64,13.594,22.549,20.205
"1291",8.023,13.034,13.784,6.911,7.412,10.429,10.794,10.098,11.769,8.15,10.15,7.621,9.204,9.113,3.627,12.13,14.269,9.108,14.364,13.185,9.438,3.502,10.787,11.73,14.63,13.185,7.813,5.853,8.294,9.966,10.224,8.422,11.432,10.574,10.553,10.931,1.915,9.081,8.135,16.234,9.815,7.97,10.434,16.342,4.774,8.647,7.637,10.324,10.042,20.655,17.534,21.057,6.218,-7.92,11.516,23.967,19.703,19.906,22.207,8.177,25.484,26.814,9.053,23.814,26.999,-2.619,27.123,3.339,9.435,18.963,18.577,11.296,15.617,20.617,20.984,20.246,-3.843,4.349,8.367,22.655,13.333,22.561,1.502,28.021,26.913,27.719,-19.823,-20.442,26.743,24.748,24.014,25.85,25.545,26.852,26.051,23.514,24.408,8.09,13.247,10.509
"1292",1.333,9.867,5.208,-0.996,-1.505,2.626,5.607,6.384,5.48,0.212,2.256,-1.216,1.912,3.695,-4.672,4.102,7.703,0.821,12.503,8.398,3.282,-2.606,5.171,6.415,8.686,8.398,-1.244,-2.601,-0.318,2.028,6.615,1.972,2.423,6.324,2.694,3.224,-5.994,0.852,3.201,10.571,4.74,0.881,3.115,9.209,-4.765,-0.0349999999999997,0.412,3.821,4.081,18.393,11.445,17.65,1.124,-10.902,9.965,19.464,15.359,18.313,19.161,6.148,21.042,22.881,6.141,20.913,26.111,-15.259,25.733,-5.53,1.545,16.955,15.322,8.349,11.5,18.555,18.994,17.276,-14.609,-3.837,0.931,20.178,8.594,18.081,-11.124,27.281,25.992,26.758,-24.499,-25.051,26.669,21.868,22.502,25.254,24.553,26.792,25.948,22.441,24.171,-0.329,7.626,3.721
"1293",-3.683,6.698,5.132,0.531000000000001,-3.046,5.213,4.668,4.086,5.732,2.204,2.419,-5.35,0.206,3.339,-13.457,5.101,8.458,3.443,8.982,9.529,3.417,-4.899,6.726,8.216,7.301,9.529,-4.583,-0.234,-2.686,4.597,3.439,0.4,2.639,3.567,5.495,5.941,-10.492,1.066,1.371,9.681,3.609,1.806,4.064,7.106,-11.312,1.531,-1.52,5.713,5.914,15.081,9.545,12.255,-3.006,-14.249,3.427,12.776,11.03,13.61,13.985,-0.55,17.393,20.151,-2.104,18.589,25.881,-18.004,22.756,-8.894,-3.015,11.176,8.175,1.554,8.535,12.824,13.476,11.032,-23.156,-8.438,-5.261,15.817,5.971,10.502,-19.722,25.407,23.9,25.274,-26.598,-27.189,25.451,19.535,19.099,22.606,23.04,25.639,24.78,21.493,22.997,-6.748,3.21,0.65
"1294",-4.415,4.514,4.33,-3.311,-4.202,2.362,1.359,2.051,2.104,-1.568,-1.033,-6.044,-1.562,3.574,-14.335,3.74,7.399,-0.199,7.431,7.628,-0.32,-3.126,4.718,5.311,4.81,7.628,-4.97,-4.067,-3.838,1.783,0.812,-1.033,0.161,1.013,2.011,2.522,-12.028,-2.27,-0.782,6.888,0.361,-2.283,0.085,6.221,-12.17,-1.43,-2.006,3.186,3.609,12.738,8.214,10.842,-2.69,-17.126,2.86,11.79,10.139,12.495,12.833,-0.0659999999999998,16.065,18.609,-2.761,17.185,25.474,-20.801,21.81,-9.56,-1.274,9.864,7.554,2.035,6.509,11.522,12.262,10.062,-24.943,-9.191,-6.432,13.814,4.712,9.985,-19.261,24.403,22.89,24.916,-28.612,-29.175,24.568,18.805,18.402,22.184,21.801,25.118,24.326,20.195,22.361,-7.405,3.54,0.905
"1295",-8.442,4.665,2.916,-7.418,-12.171,-3.695,-0.597,-0.558,-0.858,-7.213,-4.431,-11.248,-4.386,2.798,-13.56,-0.646999999999999,3.771,-6.281,7.445,1.221,-3.572,-1.952,1.657,1.073,3.64,1.221,-11.092,-8.881,-11.33,-4.543,1.017,-5.87,-1.099,1.069,-3.87,-3.224,-10.91,-9.375,-3.885,3.884,-1.697,-6.214,-2.958,6.609,-10.47,-5.583,-8.153,-0.405,0.202,12.796,8.992,12.907,-5.433,-20.246,3.698,15.624,12.003,13.004,16.469,-0.898,18.271,21.156,-1.134,19.553,26.465,-19.634,22.767,-7.893,-0.175,11.562,10.201,1.313,8.376,12.997,13.705,12.338,-22.088,-12.876,-4.48,16.594,6.269,12.605,-17.415,24.993,23.518,24.69,-22.517,-22.895,24.719,21.248,20.622,25.15,24.116,24.81,23.953,22.175,23.767,-5.024,3.969,0.648
"1296",0.0249999999999999,8.517,7.472,0.904,-0.151,4.731,5.377,4.491,5.41,2.43,1.642,-0.193,2.967,5.222,-2.524,6.087,9.298,3.17,9.713,6.603,3.78,-1.901,5.966,5.114,8.007,6.603,0.272,0.197,0.399,4.395,6.013,2.345,4.961,6.156,3.988,4.476,-3.826,1.325,3.39,8.277,4.753,2.191,3.438,9.536,-1.65,2.192,1.18,4.749,4.978,13.716,10.875,14.908,-4.198,-14.697,6.356,17.737,13.439,14.649,19.129,1.718,19.952,25.901,1.522,24.088,27.579,-15.062,23.013,-4.734,4.471,13.858,13.424,3.139,12.867,15.644,16.192,15.57,-13.981,-5.35,1.438,20.016,10.213,16.022,-7.215,25.338,23.958,25.336,-29.3,-29.933,25.185,23.878,22.503,26.772,23.83,25.48,24.775,21.973,24.861,1.404,4.96,2.553
"1297",0.688,12.74,7.158,6.722,7.899,6.502,11.29,12.187,12.068,8.518,4.476,4.17,6.692,4.575,-0.632,6.789,9.94,6.398,14.623,6.255,12.086,0.209,5.85,4.917,10.849,6.255,5.245,3.524,6.17,6.241,12.086,11.052,6.534,11.092,5.924,6.389,-3.451,8.462,10.891,12.359,12.3,9.675,9.951,8.86,-0.302,4.663,10.689,5.071,5.189,15.531,10.107,18.716,3.635,-14.787,12.45,22.934,14.547,18.707,24.272,9.85,21.053,27.151,10.663,27.84,28.583,-6.46,23.581,1.323,8.394,18.353,18.923,12.232,16.57,20.149,20.459,20.639,-4.509,8.618,8.701,23.732,11.843,22.433,0.691,25.993,24.303,25.519,-21.623,-22.163,25.587,26.556,25.851,28.718,25.643,25.266,24.913,24.19,26.232,7.735,16.212,14.358
"1298",9.182,17.354,14.844,13.709,14.212,13.963,17.148,15.686,18.525,15.117,11.535,11.62,13.371,7.065,7.854,14.135,15.899,14.419,18.087,10.834,17.644,2.099,9.972,9.229,17.668,10.834,12.734,11.408,13.234,14.086,15.72,16.476,14.329,16.278,13.111,13.433,4.995,14.869,15.703,18.837,16.863,15.035,17.214,16.982,8.807,13.022,15.334,10.17,9.791,19.699,16.799,23.844,6.462,-3.721,13.242,28.698,21.358,19.259,25.279,10.336,25.121,27.841,11.827,29.572,28.872,3.432,25.392,8.676,14.245,18.456,20.518,14.704,18.203,19.912,20.397,21.355,3.52,15.643,14.62,24.648,14.38,26.296,12.223,27.263,25.836,26.475,-11.355,-11.82,26.319,26.819,26.304,27.772,27.185,25.98,25.561,25.388,26.874,14.264,23.188,21.644
"1299",14.012,19.81,17.54,14.176,17.415,17.17,17.759,19.13,18.912,15.866,14.995,16.766,16.71,9.136,15.359,17.297,18.4,16.063,22.386,14.079,18.449,7.342,13.597,12.562,19.023,14.079,16.743,12.228,16.363,17.313,18.323,19.91,16.392,18.102,15.991,16.262,10.132,16.568,18.124,18.992,18.157,15.963,17.273,20,14.36,14.701,19.202,13.529,12.977,22.443,19.597,26.838,9.798,1.883,19.348,31.797,22.461,24.39,30.492,16.15,24.829,29.051,17.256,29.323,28.869,8.211,27.344,13.435,19.789,23.785,26.323,20.347,21.756,25.275,25.556,26.41,12.137,20.308,19.491,30.173,18.452,30.708,16.598,28.414,26.981,28.122,-4.863,-5.275,26.896,26.924,27.322,27.885,27.36,27.309,26.489,24.999,25.89,18.049,27.532,25.863
"1300",15.37,21.409,20.646,15.639,17.886,17.757,19.042,20.079,20.629,17.221,16.141,17.376,17.962,10.257,15.497,19.072,19.852,17.425,24.127,15.437,19.594,8.171,14.434,13.514,21.725,15.437,17.446,13.679,17.372,17.984,19.923,20.227,19.416,19.369,16.952,17.205,10.774,18.172,18.44,21.606,18.911,17.102,19.185,23.438,14.552,16.362,19.56,14.64,13.984,25.033,23.01,29.649,13.173,4.772,23.501,33.813,26.574,26.392,30.926,19.507,27.131,27.974,22.376,26.944,28.238,12.331,28.68,16.054,21.544,25.987,29.848,24.293,20.599,27.129,27.278,28.687,15.102,23.365,21.275,30.739,17.96,35.009,17.634,29.078,28.121,29.308,-2.047,-2.424,27.79,25.858,26.624,27.15,26.649,28.531,27.511,24.468,25.64,19.758,30.229,28.342
"1301",13.326,23.279,19.844,16.117,17.18,16.451,21.421,21.954,22.355,17.378,15.179,15.137,17.294,10.051,11.39,17.916,18.96,16.716,25.28,14.948,20.952,7.8,12.459,12.517,22.913,14.948,15.676,13.931,16.09,16.707,21.847,21.678,19.018,21.523,15.793,16.073,8.902,17.683,20.23,23.895,21.333,17.982,20.313,22.337,11.224,16.026,20.581,12.742,12.221,27.059,20.851,30.821,15.277,4.049,24.372,33.843,26.741,27.211,30.603,20.498,28.768,28.72,22.322,26.365,27.541,10.933,28.763,14.914,20.188,26.528,29.909,24.098,20.834,27.381,27.536,28.713,12.423,21.025,19.746,30.457,18.108,34.688,15.932,28.943,27.932,29.466,-3.147,-3.525,27.741,26.02,26.615,27.32,26.807,28.49,27.644,24.518,25.83,18.668,27.652,25.499
"1302",8.752,19.263,17.565,11.831,9.579,12.144,16.361,17.74,16.923,12.125,11.263,8.543,12.747,8.691,5.282,14.993,16.649,11.81,21.463,13.427,15.756,4.779,11.568,11.564,18.977,13.427,8.9,10.315,9.417,12.132,17.655,16.65,15.444,16.926,11.769,12.136,3.603,11.295,15.891,19.326,16.757,12.92,15.143,20.307,5.995,12.773,14.237,10.879,10.499,24.646,20.495,26.73,10.203,-2.557,20.56,30.319,24.178,26.103,28.616,17.119,27.977,27.619,18.936,26.606,27.616,4.708,28.257,9.946,15.92,25.925,27.852,20.585,19.405,27.247,27.401,28.117,5.561,15.36,15.276,29.434,16.118,31.673,10.028,28.673,27.689,29.157,-10.21,-10.652,27.306,25.491,25.668,26.85,26.456,27.93,27.305,23.931,25.228,14.067,23.249,21.198
"1303",7.246,14.004,13.656,7.661,5.781,11.878,11.482,10.688,12.137,8.737,9.438,5.924,9.106,7.578,3.268,13.117,15.138,9.868,15.604,13.922,9.819,0.208,10.531,11.48,15.05,13.922,6.057,6.852,6.783,11.583,11.074,8.551,11.591,11.327,11.379,11.74,1.691,8.684,8.531,16.2,10.441,8.274,10.664,15.631,4.016,9.344,7.406,10.066,9.803,21.396,17,22.125,5.723,-5.546,13.196,24.16,18.359,21.253,23.237,9.469,23.224,25.917,10.477,24.651,26.971,-3.179,27.034,3.002,9.691,20.474,20.567,12.613,15.084,22.071,22.392,22.165,-3.554,5.379,8.525,23.912,11.831,25.064,-0.358,27.861,26.881,28.419,-21.661,-22.303,26.847,24.058,23.898,26.119,25.462,27.458,26.997,23.403,24.621,6.862,15.353,12.265
"1304",5.709,8.229,8.324,2.505,2.329,7.57,6.419,4.757,7.256,4.208,7.177,3.191,4.594,6.074,0.148,7.899,10.833,5.892,9.821,10.879,4.653,-1.911,7.859,9.763,9.805,10.879,3.037,1.705,3.838,7.101,4.649,2.977,5.963,5.545,8.007,8.427,-1.824,4.791,3.324,11.929,4.683,3.819,5.953,9.907,0.492,3.996,1.43,7.305,7.274,16.99,11.739,15.242,0.769,-10.44,5.493,16.678,13.571,15.241,17.08,2.66,19.544,23.637,2.681,21.683,26.512,-15.663,26.635,-5.622,2.504,12.888,11.142,5.354,12.09,14.429,15.105,13.378,-13.893,-4.05,0.862,18.224,8.98,14.273,-12.804,27.884,26.905,27.492,-27.932,-28.656,26.904,22.586,21.608,24.706,25.259,27.184,26.332,23.38,24.477,-0.455,6.875,4.023
"1305",-1.452,2.893,5.187,-2.732,-4.324,4.335,0.592,0.169,1.387,-0.628,2.661,-6.597,-0.823,4.52,-13.618,4.901,8.321,1.74,5.658,9.529,-1.521,-3.178,6.189,8.318,5.127,9.529,-5.204,-2.643,-3.076,3.53,-1.108,-2.914,1.474,-0.351,4.666,5.142,-8.567,-0.695,-2.62,7.288,-1.077,-2.366,-0.128,6.687,-8.371,-0.241,-3.332,5.321,5.506,13.323,9.081,10.691,-3.255,-13.287,2.055,11.687,10.142,12.709,11.572,-0.777,17.082,19.955,-2.483,17.724,26.266,-16.943,24.708,-7.648,-0.583,9.663,7.018,1.754,6.902,11.045,11.695,9.467,-24.482,-9.984,-5.707,13.079,5.058,9.136,-18.579,26.698,25.457,26.36,-28.132,-28.759,25.989,19.978,19.519,23.158,24.02,26.405,25.379,22.144,23.613,-5.481,3.45,0.216
"1306",-11.867,3.798,1.391,-7.272,-16.164,-3.099,-1.341,-1.651,-1.222,-7.601,-4.544,-16.483,-6.278,4.355,-20.004,-1.423,3.134,-5.984,6.796,2.348,-5.246,-0.133999999999999,3.901,3.399,3.752,2.348,-15.784,-8.197,-15.179,-3.937,-0.602,-9.23,-1.347,-0.542,-2.967,-2.338,-12.468,-11.632,-6.011,4.873,-3.163,-8.005,-3.166,5.342,-15.817,-5.099,-11.973,1.174,1.694,12.594,8.231,10.329,-5.82,-12.69,2.296,12.38,11.053,12.856,12.597,-0.213,17.632,18.683,-0.628000000000001,17.611,26.323,-18.986,22.033,-9.318,-2.525,10.461,7.953,2.621,6.199,11.687,12.274,10.262,-28.231,-10.808,-7.28,13.687,3.925,10.774,-19.308,24.42,22.923,25.138,-27.866,-28.342,24.64,19.384,19.841,23.583,21.847,25.186,24.405,20.191,22.577,-6.791,4.81,1.352
"1307",-4.468,5.976,4.953,-2.356,-4.32,1.944,2.43,1.588,2.771,-1.525,-0.24,-5.563,-0.97,3.829,-11.864,3.57,7.293,-0.391,8.068,5.839,0.118,-2.462,5.12,4.566,5.629,5.839,-4.457,-2.866,-3.83,1.287,2.788,-2.81,1.679,2.759,1.768,2.309,-9.506,-2.3,-1.155,6.743,1.311,-1.384,1.124,7.473,-8.684,-0.582,-4.049,3.527,3.957,13.061,9.57,12.707,-4.852,-18.911,4.252,15.148,12.417,13.583,15.405,0.729,19.135,21.82,0.235,20.292,26.444,-17.908,22.867,-8.067,0.257,12.162,10.918,2.926,9.396,13.845,14.54,13.456,-22.61,-8.475,-3.599,16.442,6.83,14.177,-15.62,25.291,23.702,25.137,-32.746,-33.421,25.138,21.293,21.414,25.381,24.156,25.355,24.502,22.368,24.555,-2.923,4.395,0.935
"1308",-5.35,3.304,6.627,-2.791,-5.986,2.888,1.088,0.192,2.099,-1.907,-1.068,-6.239,-0.625,3.542,-8.603,4.974,8.461,-0.252,5.407,6.33,-0.161,-2.36,5.744,4.532,4.973,6.33,-5.633,-3.429,-5.23,2.285,0.75,-3.368,3.09,0.893000000000001,1.823,2.372,-7.929,-2.754,-1.959,5.44,0.173,-2.646,0.803,10.648,-7.308,-0.157,-5.633,3.831,4.175,11.582,12.717,13.996,-2.669,-15.407,1.733,19.598,15.751,10.904,17.604,0.148,22.022,25.133,0.526,24.256,28.423,-14.274,23.151,-4.884,3.266,9.912,9.287,3.402,13.433,12.003,12.924,12.206,-16.446,-6.318,0.622,17.914,9.607,13.897,-10.588,25.587,24.119,25.102,-28.614,-29.177,25.769,23.941,24.206,27.633,25.695,25.577,24.978,24.056,26.131,1.449,8.597,5.667
"1309",1.902,11.032,10.854,7.051,4.093,11.088,9.853,8.588,11.251,8.341,6.531,2.678,7.143,6.433,-0.576,11.161,13.56,9.115,12.236,10.387,10.22,0.671,9.483,8.696,11.424,10.387,3.566,5.526,4.397,10.672,9.434,6.833,8.758,9.224,9.992,10.388,-0.989,7.991,7.866,12.155,9.705,7.719,10.061,13.309,1.506,7.747,4.893,8.915,8.795,15.096,14.233,18.738,3.129,-10.275,8.826,24.077,18.982,15.464,20.871,5.506,25.042,27.574,6.638,28.111,28.818,-4.718,22.928,2.008,9.16,15.062,16.135,8.411,17.25,16.787,17.355,17.966,-7.102,4.285,7.67,21.142,12.475,20.895,3.641,25.185,23.771,25.691,-22.973,-23.583,25.787,26.469,25.954,29.128,24.914,26.023,25.87,24.035,26.204,8.481,13.731,11.19
"1310",5.457,14.444,12.122,9.099,12.363,10.67,13.095,13.642,14.353,10.831,9.636,9.602,11.061,6.961,6.038,11.578,13.885,9.997,16.263,10.567,13.958,4.314,10.397,8.914,13.773,10.567,10.444,6.286,10.982,10.345,13.646,14.409,10.953,12.883,9.862,10.275,3.195,11.721,13.325,14.497,13.844,11.361,12.893,15.456,6.165,8.604,14.068,9.374,9.135,17.261,16.902,21.721,6.639,-4.25,15.261,28.745,20.418,19.716,27.268,13.1,24.816,28.866,15.083,29.22,28.875,2.316,26.15,8.558,15.258,20.339,22.926,17.192,18.903,22.131,22.508,24.226,4.037,16.811,14.801,27.407,15.189,29.195,9.827,27.819,26.343,27.663,-11.457,-11.885,26.921,28.023,28.161,29.265,27.381,26.67,26.291,25.774,27.225,13.445,23.86,21.486
"1311",9.809,19.84,16.528,13.847,16.276,14.543,18.215,19.849,19.402,15.317,12.184,13.814,15.456,7.898,11.661,15.389,16.959,14.202,22.184,12.855,19.191,6.8,12.322,10.698,18.719,12.855,14.52,10.988,14.655,14.594,19.186,20.213,15.401,18.209,13.577,13.92,7.238,15.925,19.526,19.079,19.257,16.388,17.561,19.937,10.669,12.976,18.343,11.765,11.292,22.263,19.955,27.809,10.472,0.8,19.639,32.621,23.96,23.708,29.897,16.728,26.92,29.373,19.389,30.216,29.172,9.82,28.108,14.233,19.63,23.345,26.56,22.154,22.691,24.93,25.178,26.794,10.878,21.175,19.055,29.402,18.646,32.284,14.174,28.961,27.774,28.59,-3.26,-3.581,27.773,26.97,27.614,28.211,27.795,27.559,26.665,25.653,26.768,17.415,27.878,25.748
"1312",14.457,24.084,20.227,17.098,17.207,17.459,22.415,23.368,23.249,18.176,15.45,15.655,18.358,10.457,13.658,18.858,19.8,17.254,25.915,15.978,22.511,9.087,15.303,14.134,23.258,15.978,16.042,14.718,16.219,17.574,23.257,23.259,19.714,22.487,16.748,17.019,10.169,18.188,22.849,23.696,23.052,19.294,21.127,22.661,13.562,16.908,20.759,14.861,14.094,26.922,22.526,31.101,15.5,3.613,23.4,34.741,25.877,27.124,32.002,19.194,27.855,28.119,21.7,28.174,28.668,13.102,29.128,16.452,21.479,26.657,30.186,23.687,21.653,27.879,27.957,29.649,14.905,23.957,21.403,31.067,18.226,35.117,17.573,29.536,28.546,29.797,-1.391,-1.741,28.478,26.223,27.146,27.974,26.927,28.61,27.648,24.626,25.523,19.76,29.352,27.385
"1313",12.422,22.041,20.755,14.76,14.657,16.977,19.681,20.322,20.447,15.611,14.622,13.691,16.57,10.625,10.656,18.94,19.94,15.93,24.215,16.824,18.193,8.36,15.058,14.391,22.564,16.824,14.213,13.233,14.54,16.918,20.647,18.574,19.494,19.827,16.148,16.435,8.316,15.951,18.377,22.796,19.514,15.445,18.694,23.73,10.86,16.086,17.028,14.575,13.898,27.321,23.079,31.3,15.17,3.089,22.084,34.317,26.28,27.349,31.346,17.892,28.546,28.323,20.544,27.42,28.249,10.431,29.336,14.94,20.587,26.843,29.509,22.782,20.887,28.097,28.22,29.444,12.67,22.123,20.118,30.875,17.379,34.146,15.956,29.453,28.718,29.853,-2.369,-2.719,28.657,26.086,26.724,27.562,26.991,28.91,28.101,24.792,26.018,18.848,28.986,27.128
"1314",10.195,21.706,19.576,14.826,10.993,15.913,19.869,19.371,20.416,15.248,12.704,10.106,14.642,9.741,7.375,17.952,19.167,15.022,22.974,16.406,18.181,5.2,12.687,13.207,21.455,16.406,10.454,13.437,10.994,16.093,20.2,16.539,17.42,19.729,14.93,15.252,5.135,13.398,17.382,22.677,19.774,15.019,18.679,22.294,7.781,15.596,13.878,12.686,12.124,26.486,22.451,28.289,11.76,-2.165,19.328,30.924,25.552,25.554,28.645,13.857,28.574,28.467,15.789,27.327,28.068,7.094,28.559,11.111,16.371,24.762,26.29,17.627,20.104,26.055,26.167,26.727,5.381,14.58,15.4,28.441,16.976,30.513,10.228,29.251,28.269,29.544,-10.564,-11.043,28.33,25.922,25.911,27.063,27.214,28.224,27.732,24.97,26.304,14.575,21.435,19.363
"1315",8.755,14.114,13.21,8.245,5.639,11.019,12.427,10.235,13.247,9.004,9.543,6.259,9.138,7.615,5.576,12.33,14.594,9.455,15.384,12.615,11.053,0.04,8.821,10.245,15.501,12.615,6.068,6.955,6.672,10.779,10.943,8.516,10.917,11.813,10.774,11.17,2.82,8.553,8.891,16.907,11.114,9.123,11.515,14.142,5.687,9.045,7.152,8.766,8.565,23.213,14.523,23.743,8.564,-8.655,12.228,25.325,18.967,20.607,24.124,7.485,24.186,27.136,7.367,25.159,27.416,-1.754,26.442,3.704,9.653,19.246,18.487,9.255,16.443,20.841,21.196,20.427,-4.638,3.05,7.982,23.516,13.288,22.406,-1.367,27.627,26.522,28.551,-20.785,-21.411,27.265,25.1,24.976,26.739,24.754,27.499,27.072,22.842,24.261,7.842,10.321,8.075
"1316",3.474,9.741,7.62,2.298,1.078,5.882,6.95,7.456,7.32,3.91,5.727,-0.087,4.01,7.152,-5.099,6.915,10.151,4.865,11.479,9.82,5.348,1.345,7.477,8.846,9.956,9.82,0.508,1.121,1.863,5.46,6.502,4.826,5.1,7.019,6.731,7.202,-4.026,3.737,5.25,11.98,6.279,3.945,5.449,9.938,-1.876,3.507,2.702,6.439,6.561,17.937,12.005,16.029,2.037,-11.921,7.267,17.943,14.485,16.391,18.563,3.906,21.934,24.101,2.747,21.655,27.263,-10.219,25.475,-2.735,3.835,14.809,12.685,5.905,12.218,16.902,17.394,15.893,-19.867,-6.602,-1.004,18.934,9.65,16.285,-12.243,27.466,26.088,27.331,-25.665,-26.313,27.246,23.594,23.017,26.045,24.231,27.4,26.618,22.733,24.266,0.125,7.177,3.793
"1317",-0.167,5.879,6.3,-0.771,-3.736,3.538,2.707,2.102,3.451,0.49,2.907,-4.024,0.471,6.565,-10.693,4.97,8.518,1.858,7.961,8.287,1.087,-0.297,6.951,7.893,7.114,8.287,-3.453,-1.467,-1.834,3.073,2.298,-1.573,2.88,2.569,3.987,4.505,-7.802,0.119,-0.469,8.755,1.599,-0.422,1.982,8.601,-6.268,1.014,-2.978,5.431,5.673,15.703,11.075,13.879,-1.929,-18.939,3.052,15.154,12.034,13.339,15.337,-0.293,18.107,20.114,-1.43,18.028,26.357,-15.024,23.034,-7.38,-1.433,11.346,8.6,2.275,7.669,13.152,13.709,11.709,-24.265,-7.465,-5.055,15.36,5.655,11.603,-15.934,26.039,24.322,25.721,-30.73,-31.415,26.35,19.21,17.251,21.23,23.634,26.416,25.657,22.133,23.936,-5.238,4.723,2.034
"1318",0.879,6.162,6.779,-0.154,-4.464,5.612,3.933,2.743,5.081,1.644,3.613,-3.68,0.843,3.739,-8.588,6.355,9.595,3.355,8.027,8.691,2.523,-5.703,5.471,6.833,7.189,8.691,-3.462,-0.727,-2.501,5.051,2.533,-2.023,2.701,2.968,5.641,6.085,-7.004,1.083,0.535,9.731,2.482,1.317,3.619,8.167,-4.815,1.55,-4.4,4.645,4.89,14.428,9.779,12.267,-4.861,-18.695,1.242,13.089,10.234,11.988,13.485,-2.698,16.461,19.153,-4.899,18.235,26.584,-22.993,22.378,-12.029,-4.263,9.432,6.695,-0.21,7.003,11.041,11.677,9.46,-24.103,-11.32,-6.013,13.738,5.205,8.867,-21,25.158,23.624,25.258,-32.537,-33.276,25.601,19.451,20.2,24.02,22.681,25.597,24.621,21.32,23.508,-6.62,1.487,-1.068
